origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct,lat,lon,pct_ultra_urgent,traffic_level,fuel_cost,wage_cost,maint_cost,overhead_cost,competitor_time_hr,peak_hours
dubai,51.2,64.5,37,17.9,0.5,6.6,37.2,16.1,25.2979,54.4014,13.4,Medium,3.9599999999999995,1.32,0.9899999999999999,0.33,0.62,12-3 PM
al ain,86.0,18.6,66,115.6,3.7,43.97,7.3,5.0,24.1649,55.2198,19.7,Medium,26.381999999999998,8.794,6.5954999999999995,2.1985,4.62,12-3 PM
al ain,14.9,42.4,188,19.2,0.6,8.95,25.2,8.9,24.8964,54.2823,17.0,Medium,5.369999999999999,1.79,1.3424999999999998,0.4475,0.75,6-9 AM
dubai,34.1,79.1,184,47.4,1.1,23.52,54.4,36.7,24.2764,54.9937,17.8,Medium,14.112,4.704,3.528,1.176,1.38,6-9 AM
dubai,69.2,60.7,114,89.4,2.0,38.76,1.2,0.6,25.2698,55.1669,16.7,Low,23.255999999999997,7.752,5.813999999999999,1.938,2.5,6-9 AM
ras al khaimah,4.4,78.3,187,5.5,0.1,2.56,9.2,5.2,24.8686,55.2714,19.8,Medium,1.536,0.512,0.384,0.128,0.12,12-3 PM
dubai,83.0,51.0,6,102.9,3.1,55.08,38.4,23.7,24.6046,54.2905,21.5,High,33.047999999999995,11.016,8.261999999999999,2.754,3.88,12-3 PM
ajman,96.2,38.0,113,50.8,1.3,20.86,47.7,15.2,24.3747,54.1912,13.6,Medium,12.516,4.172,3.129,1.043,1.62,6-9 AM
dubai,60.8,74.3,89,113.5,2.9,41.76,26.2,18.1,24.6553,54.5174,19.1,High,25.055999999999997,8.352,6.263999999999999,2.088,3.62,6-9 PM
ras al khaimah,95.7,9.4,24,146.4,4.9,58.55,45.7,27.6,25.4364,55.2141,8.5,Medium,35.129999999999995,11.71,8.782499999999999,2.9275,6.12,12-3 PM
abu dhabi,41.3,97.9,111,65.4,2.2,28.8,58.4,36.3,24.7638,55.8634,3.7,Medium,17.28,5.760000000000001,4.32,1.4400000000000002,2.75,12-3 PM
dubai,41.5,94.8,91,9.3,0.3,4.65,41.7,19.6,24.7042,55.5582,24.1,Medium,2.79,0.9300000000000002,0.6975,0.23250000000000004,0.38,12-3 PM
dubai,10.6,88.0,152,128.1,3.9,55.78,26.6,14.3,25.1194,55.4914,13.3,High,33.467999999999996,11.156,8.366999999999999,2.789,4.88,12-3 PM
abu dhabi,3.5,88.4,84,44.8,1.2,20.88,37.8,19.8,24.5686,54.6605,16.3,Low,12.527999999999999,4.176,3.1319999999999997,1.044,1.5,12-3 PM
ajman,24.5,51.1,86,26.5,0.8,12.24,18.4,6.2,24.6411,54.2234,8.9,Low,7.343999999999999,2.4480000000000004,1.8359999999999999,0.6120000000000001,1.0,6-9 PM
dubai,47.8,49.8,46,132.5,3.2,59.33,5.7,2.2,24.5054,55.7839,8.6,Low,35.598,11.866,8.8995,2.9665,4.0,6-9 PM
ras al khaimah,50.8,82.0,95,38.7,1.1,15.04,8.7,5.3,24.2264,55.0017,11.4,Medium,9.024,3.008,2.256,0.752,1.38,6-9 AM
ajman,21.8,28.3,16,92.8,2.8,34.54,26.3,13.1,25.0707,54.201,18.2,Medium,20.724,6.908,5.181,1.727,3.5,6-9 PM
abu dhabi,61.3,85.0,113,41.8,1.1,16.58,17.0,6.4,25.3095,55.0699,12.4,Medium,9.947999999999999,3.316,2.4869999999999997,0.829,1.38,12-3 PM
al ain,18.1,20.1,76,108.3,3.4,44.26,2.7,1.7,25.3584,55.3508,13.3,Low,26.555999999999997,8.852,6.638999999999999,2.213,4.25,6-9 AM
ajman,32.6,87.9,55,99.1,2.4,39.02,22.7,8.4,25.3212,54.6398,11.3,Medium,23.412000000000003,7.804000000000001,5.853000000000001,1.9510000000000003,3.0,6-9 PM
ras al khaimah,19.6,54.1,74,78.8,1.6,31.1,51.1,34.2,24.6777,54.0185,20.8,Low,18.66,6.220000000000001,4.665,1.5550000000000002,2.0,12-3 PM
abu dhabi,69.7,84.3,178,85.5,2.9,40.14,4.9,2.9,24.4261,55.2432,19.3,Medium,24.084,8.028,6.021,2.007,3.62,6-9 AM
ras al khaimah,51.7,49.3,141,38.0,1.0,16.79,54.1,33.9,24.9569,54.0802,12.6,Low,10.074,3.358,2.5185,0.8395,1.25,12-3 PM
ajman,73.6,60.8,170,8.2,0.2,3.32,9.6,4.8,25.4321,54.8656,18.4,Medium,1.9919999999999998,0.664,0.49799999999999994,0.166,0.25,12-3 PM
al ain,5.7,92.7,79,121.1,3.3,48.74,27.5,13.8,25.0906,55.6496,13.8,Medium,29.244,9.748000000000001,7.311,2.4370000000000003,4.12,6-9 AM
sharjah,42.5,41.8,79,133.9,3.2,51.66,53.5,18.6,24.7423,55.9977,13.3,Medium,30.995999999999995,10.332,7.748999999999999,2.583,4.0,6-9 PM
ras al khaimah,96.7,22.0,3,117.8,3.7,57.08,4.6,3.1,25.0332,54.7406,14.8,Medium,34.248,11.416,8.562,2.854,4.62,12-3 PM
sharjah,5.4,9.1,136,107.6,2.6,47.95,35.1,16.0,25.1588,54.0403,18.2,High,28.77,9.590000000000002,7.1925,2.3975000000000004,3.25,12-3 PM
dubai,41.8,59.0,4,73.4,2.6,35.2,45.1,23.8,25.3789,54.9858,10.5,Medium,21.12,7.040000000000001,5.28,1.7600000000000002,3.25,6-9 AM
dubai,4.0,61.1,194,89.7,2.2,38.4,34.6,11.4,25.1448,54.5526,17.5,Medium,23.04,7.68,5.76,1.92,2.75,12-3 PM
al ain,14.7,62.1,137,105.3,2.7,39.52,2.5,0.9,24.6498,55.7856,27.5,Low,23.712,7.904000000000001,5.928,1.9760000000000002,3.38,6-9 AM
ras al khaimah,46.3,3.7,93,8.8,0.2,4.47,32.8,21.3,24.4104,55.423,15.9,Medium,2.682,0.894,0.6705,0.2235,0.25,6-9 AM
sharjah,15.8,2.7,132,66.4,1.3,24.4,8.9,4.2,24.7498,54.8086,15.2,Medium,14.639999999999999,4.88,3.6599999999999997,1.22,1.62,6-9 PM
ras al khaimah,51.9,89.5,198,37.6,0.8,16.02,24.3,11.0,24.4923,55.5241,14.6,Medium,9.612,3.204,2.403,0.801,1.0,6-9 PM
dubai,92.3,69.6,32,57.8,1.4,26.9,13.5,5.5,25.4141,54.6824,17.4,Medium,16.139999999999997,5.38,4.034999999999999,1.345,1.75,12-3 PM
dubai,20.0,11.3,149,113.6,2.4,54.48,45.4,31.0,24.7619,55.0435,6.9,Medium,32.687999999999995,10.896,8.171999999999999,2.724,3.0,6-9 PM
ajman,10.7,7.5,173,57.7,1.8,25.78,48.4,27.6,24.7081,55.8456,23.5,High,15.468,5.156000000000001,3.867,1.2890000000000001,2.25,6-9 PM
ajman,82.5,16.2,117,112.2,3.7,56.53,12.4,6.2,24.5223,54.4003,19.9,Low,33.918,11.306000000000001,8.4795,2.8265000000000002,4.62,6-9 PM
al ain,46.0,80.7,132,145.9,3.8,65.12,38.5,26.3,24.9591,54.6261,11.8,Medium,39.072,13.024000000000001,9.768,3.2560000000000002,4.75,6-9 AM
ras al khaimah,88.3,72.3,101,138.9,3.9,70.9,48.4,25.7,24.7801,55.7712,15.2,Medium,42.54,14.180000000000001,10.635,3.5450000000000004,4.88,6-9 AM
abu dhabi,30.6,63.9,31,125.0,3.6,50.55,26.2,17.6,24.1936,54.9238,12.2,Low,30.33,10.11,7.5825,2.5275,4.5,6-9 PM
ras al khaimah,62.8,64.1,196,128.7,2.8,57.28,55.0,20.0,25.3038,54.6358,16.5,Low,34.368,11.456000000000001,8.592,2.8640000000000003,3.5,6-9 AM
sharjah,92.3,85.9,58,62.1,1.7,22.7,13.1,6.1,24.5385,54.0746,15.3,Medium,13.62,4.54,3.405,1.135,2.12,12-3 PM
ras al khaimah,17.2,33.3,77,111.1,3.8,51.56,7.6,3.9,24.6489,54.8379,16.1,Low,30.936,10.312000000000001,7.734,2.5780000000000003,4.75,6-9 PM
abu dhabi,80.1,32.2,194,101.7,2.4,43.98,9.2,3.4,24.3085,55.0012,9.9,High,26.387999999999998,8.796,6.5969999999999995,2.199,3.0,6-9 PM
dubai,63.2,42.5,12,147.5,3.1,71.19,54.8,30.4,24.8301,54.8127,12.6,Medium,42.714,14.238,10.6785,3.5595,3.88,12-3 PM
dubai,81.3,99.0,82,88.4,2.1,43.64,37.2,22.1,25.0531,54.5549,20.7,Medium,26.184,8.728,6.546,2.182,2.62,6-9 AM
al ain,17.1,55.5,111,67.3,1.9,29.47,7.0,2.8,25.3217,54.7383,12.3,Medium,17.682,5.894,4.4205,1.4735,2.38,6-9 AM
dubai,43.4,54.7,48,126.4,4.2,59.35,23.3,10.7,24.0774,55.2849,1.8,Low,35.61,11.870000000000001,8.9025,2.9675000000000002,5.25,12-3 PM
al ain,12.9,81.0,134,113.7,2.9,55.91,18.4,12.4,25.46,55.7826,14.2,Low,33.546,11.182,8.3865,2.7955,3.62,6-9 PM
ras al khaimah,96.0,17.8,105,23.1,0.6,11.8,52.6,28.2,25.0557,55.2994,27.1,Medium,7.08,2.3600000000000003,1.77,0.5900000000000001,0.75,6-9 PM
dubai,6.3,40.5,53,91.5,2.3,34.67,21.3,12.3,24.4264,55.2923,19.2,Medium,20.802,6.934000000000001,5.2005,1.7335000000000003,2.88,6-9 PM
al ain,6.5,64.1,41,90.9,3.0,41.69,5.1,3.2,24.3067,55.6337,12.1,Medium,25.014,8.338,6.2535,2.0845,3.75,6-9 AM
dubai,89.8,98.8,58,96.6,2.6,50.86,0.7,0.3,24.4441,54.3303,14.7,Medium,30.516,10.172,7.629,2.543,3.25,6-9 AM
dubai,30.1,15.4,158,141.5,3.5,58.17,34.3,20.1,25.3136,54.6022,18.4,Medium,34.902,11.634,8.7255,2.9085,4.38,6-9 AM
ajman,59.7,45.2,104,92.3,2.1,43.67,9.1,6.0,24.4371,54.1012,6.2,High,26.202,8.734,6.5505,2.1835,2.62,6-9 AM
abu dhabi,28.7,90.6,159,131.2,2.9,53.9,59.6,40.6,24.6942,54.6993,10.7,Medium,32.339999999999996,10.780000000000001,8.084999999999999,2.6950000000000003,3.62,12-3 PM
abu dhabi,64.9,72.6,143,57.0,2.0,28.77,54.4,18.5,25.0586,55.9976,17.0,Medium,17.262,5.7540000000000004,4.3155,1.4385000000000001,2.5,6-9 AM
abu dhabi,19.2,61.4,160,13.3,0.4,6.57,31.2,12.0,25.308,54.6586,23.0,Low,3.942,1.314,0.9855,0.3285,0.5,6-9 PM
ajman,45.9,25.7,171,59.4,1.3,31.54,42.0,12.7,24.9879,55.7195,12.8,Medium,18.924,6.308,4.731,1.577,1.62,12-3 PM
dubai,53.3,18.7,123,82.2,2.8,39.93,11.9,5.5,25.1297,54.1716,22.8,Medium,23.958,7.986000000000001,5.9895,1.9965000000000002,3.5,6-9 AM
abu dhabi,33.4,37.4,72,125.8,4.3,56.36,1.2,0.5,24.26,54.9194,11.2,Medium,33.815999999999995,11.272,8.453999999999999,2.818,5.38,12-3 PM
ajman,25.2,25.5,139,96.6,2.3,44.18,1.6,0.9,25.3161,54.7029,0.0,Low,26.508,8.836,6.627,2.209,2.88,6-9 AM
sharjah,14.0,80.8,188,69.1,1.7,34.57,34.0,13.5,24.4136,54.4032,18.7,Low,20.742,6.914000000000001,5.1855,1.7285000000000001,2.12,6-9 PM
ras al khaimah,70.6,72.1,64,72.0,2.5,35.48,10.2,5.9,24.1926,54.745,17.7,Low,21.287999999999997,7.096,5.321999999999999,1.774,3.12,6-9 PM
abu dhabi,16.8,83.5,98,149.5,3.0,56.99,42.9,29.3,25.4644,55.3026,18.7,Low,34.194,11.398000000000001,8.5485,2.8495000000000004,3.75,6-9 PM
ajman,29.2,17.1,175,25.5,0.6,10.55,42.1,14.3,24.3025,54.9806,18.5,Medium,6.33,2.1100000000000003,1.5825,0.5275000000000001,0.75,12-3 PM
ras al khaimah,33.7,31.0,119,34.8,0.9,16.8,57.7,22.3,24.205,55.6887,16.0,Medium,10.08,3.3600000000000003,2.52,0.8400000000000001,1.12,12-3 PM
sharjah,45.4,76.9,29,95.7,3.0,36.19,46.3,17.5,24.939,55.8099,13.7,Low,21.714,7.2379999999999995,5.4285,1.8094999999999999,3.75,6-9 AM
abu dhabi,70.3,16.4,70,106.7,2.7,51.09,33.8,23.4,24.4783,54.9638,13.9,Medium,30.654,10.218000000000002,7.6635,2.5545000000000004,3.38,6-9 AM
ajman,42.8,14.6,51,62.3,1.6,32.11,20.7,11.0,24.2,55.9635,12.7,Medium,19.266,6.422000000000001,4.8165,1.6055000000000001,2.0,12-3 PM
ajman,87.1,38.3,96,9.7,0.3,4.13,57.5,24.4,24.9017,54.144,13.0,Low,2.4779999999999998,0.8260000000000001,0.6194999999999999,0.20650000000000002,0.38,6-9 PM
dubai,68.0,18.6,198,80.7,2.6,32.22,11.2,5.1,25.1385,54.5527,5.9,Low,19.331999999999997,6.444,4.832999999999999,1.611,3.25,6-9 AM
ajman,83.8,7.9,168,25.9,0.6,13.31,12.0,7.5,25.1898,54.8334,8.9,Medium,7.986,2.6620000000000004,1.9965,0.6655000000000001,0.75,6-9 PM
dubai,71.6,31.3,192,13.1,0.3,5.85,37.8,22.7,24.2333,55.1654,14.2,Medium,3.51,1.17,0.8775,0.2925,0.38,12-3 PM
ajman,14.9,87.6,148,55.0,1.6,28.04,59.2,27.7,24.8353,55.0919,3.8,Medium,16.823999999999998,5.6080000000000005,4.2059999999999995,1.4020000000000001,2.0,12-3 PM
al ain,97.8,5.7,102,24.7,0.6,9.24,5.0,2.1,25.2205,55.136,5.0,Low,5.544,1.848,1.386,0.462,0.75,6-9 AM
ajman,78.7,56.6,132,68.7,2.1,27.35,59.4,40.6,24.2416,55.7925,13.3,Medium,16.41,5.470000000000001,4.1025,1.3675000000000002,2.62,6-9 PM
ras al khaimah,57.3,56.3,100,115.4,2.6,41.57,23.5,14.9,24.3115,54.5551,14.4,Medium,24.942,8.314,6.2355,2.0785,3.25,12-3 PM
abu dhabi,16.5,53.1,9,11.8,0.4,5.2,38.3,11.6,24.0036,55.6337,13.4,High,3.12,1.04,0.78,0.26,0.5,12-3 PM
al ain,17.3,50.6,24,77.5,1.9,40.21,41.1,20.7,24.787,55.116,3.1,Medium,24.126,8.042,6.0315,2.0105,2.38,12-3 PM
ras al khaimah,61.4,1.7,111,77.1,1.9,36.71,33.4,10.6,24.292,54.981,22.8,Low,22.026,7.3420000000000005,5.5065,1.8355000000000001,2.38,6-9 PM
al ain,41.6,4.7,132,5.3,0.1,1.93,55.1,28.6,25.0864,54.5988,7.8,High,1.158,0.386,0.2895,0.0965,0.12,6-9 AM
ras al khaimah,67.6,51.1,51,112.0,2.6,40.82,19.4,13.1,25.4433,54.6081,10.9,Medium,24.492,8.164,6.123,2.041,3.25,6-9 AM
ajman,37.2,96.8,7,18.0,0.5,8.81,44.1,13.6,24.3131,54.777,8.7,High,5.2860000000000005,1.7620000000000002,1.3215000000000001,0.44050000000000006,0.62,12-3 PM
ajman,51.3,40.8,14,140.1,4.0,52.78,32.6,13.8,24.9736,55.527,21.5,Low,31.668,10.556000000000001,7.917,2.6390000000000002,5.0,6-9 PM
al ain,18.8,47.2,63,97.7,3.2,39.05,46.0,23.0,24.3178,54.9535,17.1,Medium,23.429999999999996,7.81,5.857499999999999,1.9525,4.0,6-9 PM
al ain,15.5,98.2,172,46.7,1.4,22.68,51.9,20.9,24.027,54.3077,12.6,Medium,13.607999999999999,4.5360000000000005,3.4019999999999997,1.1340000000000001,1.75,6-9 AM
sharjah,7.6,77.9,84,139.2,3.7,56.35,23.5,8.2,25.1378,55.5197,12.3,Low,33.81,11.270000000000001,8.4525,2.8175000000000003,4.62,12-3 PM
dubai,82.0,77.0,194,63.1,2.0,28.28,0.6,0.2,24.651,55.3268,15.9,Medium,16.968,5.656000000000001,4.242,1.4140000000000001,2.5,6-9 PM
dubai,55.5,50.5,178,42.7,0.9,18.41,47.3,21.5,25.4202,55.8985,8.8,Low,11.046,3.6820000000000004,2.7615,0.9205000000000001,1.12,6-9 PM
abu dhabi,94.7,89.8,171,60.8,1.9,25.65,8.0,3.4,24.8014,55.0588,16.9,Low,15.389999999999999,5.13,3.8474999999999997,1.2825,2.38,6-9 AM
dubai,74.9,58.1,193,93.7,2.6,37.99,16.9,11.8,24.2362,55.3088,12.3,Low,22.794,7.598000000000001,5.6985,1.8995000000000002,3.25,6-9 PM
abu dhabi,76.9,65.7,49,109.9,2.6,47.63,34.5,23.6,24.6747,54.9587,17.6,High,28.578,9.526000000000002,7.1445,2.3815000000000004,3.25,6-9 PM
dubai,50.9,78.8,194,101.0,3.0,39.68,11.3,6.3,24.3043,55.3616,17.4,High,23.808,7.936,5.952,1.984,3.75,6-9 AM
al ain,81.5,40.7,184,138.6,4.8,73.71,51.3,16.5,25.317,54.8722,12.0,Medium,44.22599999999999,14.741999999999999,11.056499999999998,3.6854999999999998,6.0,6-9 PM
dubai,94.2,95.3,159,143.6,3.6,59.87,17.0,5.6,25.0364,54.2757,4.7,Medium,35.922,11.974,8.9805,2.9935,4.5,12-3 PM
ajman,72.2,98.8,39,33.6,1.0,16.5,19.8,11.5,24.5119,55.9734,13.8,Low,9.9,3.3000000000000003,2.475,0.8250000000000001,1.25,6-9 PM
sharjah,10.6,58.7,58,137.3,3.7,56.66,43.4,24.6,24.7917,55.4407,7.8,Medium,33.995999999999995,11.332,8.498999999999999,2.833,4.62,6-9 PM
abu dhabi,65.1,22.2,130,20.5,0.5,8.35,7.0,2.6,25.0042,55.2173,15.4,High,5.01,1.67,1.2525,0.4175,0.62,6-9 AM
ras al khaimah,12.0,77.5,10,143.7,3.5,64.22,39.6,25.9,25.1743,54.9628,13.7,Medium,38.532,12.844000000000001,9.633,3.2110000000000003,4.38,6-9 PM
al ain,7.7,32.2,164,42.6,1.0,20.95,1.6,0.9,24.1202,55.4229,12.1,Medium,12.569999999999999,4.19,3.1424999999999996,1.0475,1.25,12-3 PM
ras al khaimah,69.3,57.7,85,43.5,1.0,15.69,41.4,15.8,24.0338,54.2535,8.5,Low,9.414,3.138,2.3535,0.7845,1.25,6-9 PM
al ain,83.5,8.7,5,66.1,2.1,25.83,23.8,15.8,24.1717,54.6522,20.9,Medium,15.497999999999998,5.166,3.8744999999999994,1.2915,2.62,6-9 AM
ajman,15.9,80.7,60,31.4,0.8,15.68,45.8,27.2,24.5925,54.2494,12.7,High,9.408,3.136,2.352,0.784,1.0,6-9 AM
ras al khaimah,7.4,95.9,79,125.0,3.5,52.94,3.1,2.1,24.7001,54.2521,26.8,High,31.763999999999996,10.588000000000001,7.940999999999999,2.6470000000000002,4.38,6-9 AM
dubai,88.7,9.4,131,23.1,0.5,11.87,54.6,35.8,24.2047,54.0427,15.2,Medium,7.121999999999999,2.374,1.7804999999999997,0.5935,0.62,6-9 PM
al ain,13.2,73.2,120,68.7,1.6,26.38,20.9,6.3,24.6167,55.5118,16.8,Low,15.828,5.276,3.957,1.319,2.0,12-3 PM
ras al khaimah,3.5,86.1,74,136.5,3.9,69.12,23.3,12.0,24.6624,54.4546,15.2,High,41.472,13.824000000000002,10.368,3.4560000000000004,4.88,6-9 AM
abu dhabi,72.1,11.0,124,97.1,2.8,45.83,10.3,3.5,24.1636,55.664,16.7,Medium,27.497999999999998,9.166,6.874499999999999,2.2915,3.5,6-9 PM
sharjah,84.8,24.7,178,93.0,2.6,36.3,7.7,3.4,25.375,55.8089,20.5,Low,21.779999999999998,7.26,5.444999999999999,1.815,3.25,12-3 PM
ajman,51.4,39.2,70,149.2,4.5,54.04,3.3,1.4,24.8987,54.3371,20.5,Low,32.424,10.808,8.106,2.702,5.62,12-3 PM
dubai,54.0,83.7,75,8.3,0.2,4.3,6.4,3.2,24.5828,55.4177,6.2,Medium,2.5799999999999996,0.86,0.6449999999999999,0.215,0.25,6-9 PM
ras al khaimah,33.7,49.3,21,51.4,1.2,21.18,33.3,21.3,24.7604,54.9206,19.3,High,12.708,4.236,3.177,1.059,1.5,6-9 PM
abu dhabi,23.8,13.7,76,23.1,0.5,9.32,43.7,15.6,24.4713,55.8379,17.5,High,5.592,1.864,1.398,0.466,0.62,12-3 PM
dubai,75.5,25.6,57,31.8,0.8,12.5,6.1,3.0,25.2815,54.9688,15.2,High,7.5,2.5,1.875,0.625,1.0,6-9 PM
abu dhabi,84.9,46.7,152,36.3,1.0,15.39,7.7,4.9,24.8625,54.7577,23.6,Medium,9.234,3.0780000000000003,2.3085,0.7695000000000001,1.25,12-3 PM
al ain,32.1,3.9,23,95.9,2.2,43.57,5.4,2.6,24.7423,54.5891,23.8,High,26.142,8.714,6.5355,2.1785,2.75,6-9 PM
abu dhabi,27.4,63.1,118,44.5,1.2,19.85,29.3,11.9,25.3663,55.8072,19.5,Low,11.91,3.9700000000000006,2.9775,0.9925000000000002,1.5,6-9 PM
ajman,26.8,2.5,154,101.3,2.1,51.99,13.3,7.0,25.257,54.4524,12.3,Low,31.194,10.398000000000001,7.7985,2.5995000000000004,2.62,6-9 AM
ras al khaimah,5.1,78.1,51,112.0,3.0,44.3,8.8,2.7,25.2192,55.6554,9.0,Low,26.58,8.86,6.645,2.215,3.75,6-9 PM
dubai,28.1,73.4,14,63.3,1.6,31.29,25.2,12.1,24.3384,54.3884,18.8,Medium,18.773999999999997,6.258,4.693499999999999,1.5645,2.0,12-3 PM
ras al khaimah,2.6,86.5,135,82.8,2.8,43.36,35.5,18.1,24.2297,55.2868,21.8,High,26.016,8.672,6.504,2.168,3.5,12-3 PM
abu dhabi,78.8,15.8,118,24.2,0.8,8.87,10.7,4.2,25.0351,54.9021,4.9,High,5.321999999999999,1.774,1.3304999999999998,0.4435,1.0,12-3 PM
ras al khaimah,25.6,60.3,113,114.1,3.9,56.5,46.6,18.7,24.703,54.2092,20.4,High,33.9,11.3,8.475,2.825,4.88,12-3 PM
abu dhabi,69.0,78.1,176,65.8,2.0,26.94,35.8,12.2,25.0256,54.2519,13.7,Medium,16.164,5.388000000000001,4.041,1.3470000000000002,2.5,6-9 PM
dubai,54.3,51.6,21,126.0,4.4,55.51,45.6,30.0,25.1409,54.563,6.0,Medium,33.306,11.102,8.3265,2.7755,5.5,6-9 AM
ras al khaimah,83.7,13.1,40,81.3,1.9,30.16,19.8,6.3,24.443,55.5333,17.3,Medium,18.096,6.032,4.524,1.508,2.38,6-9 AM
ras al khaimah,96.0,9.9,93,106.0,3.0,43.78,23.6,15.5,24.427,55.4579,19.5,Medium,26.268,8.756,6.567,2.189,3.75,6-9 AM
al ain,36.7,60.6,112,57.0,1.8,21.67,58.8,40.2,24.7362,54.4102,13.2,Medium,13.002,4.3340000000000005,3.2505,1.0835000000000001,2.25,6-9 AM
ras al khaimah,8.8,49.8,183,58.9,1.6,23.67,36.3,19.2,24.4103,54.9524,9.7,Medium,14.202,4.734000000000001,3.5505,1.1835000000000002,2.0,6-9 AM
sharjah,75.0,93.0,124,68.3,1.6,24.99,9.1,6.0,25.0009,54.194,23.6,Low,14.993999999999998,4.998,3.7484999999999995,1.2495,2.0,6-9 AM
abu dhabi,2.1,83.4,43,97.2,2.9,51.42,42.9,21.8,25.1201,55.4319,11.7,Low,30.852,10.284,7.713,2.571,3.62,12-3 PM
abu dhabi,22.3,72.4,170,78.4,2.7,40.86,44.6,14.0,24.7081,55.5866,20.8,High,24.516,8.172,6.129,2.043,3.38,6-9 PM
ajman,5.3,98.2,83,121.6,3.4,58.02,57.9,23.1,25.0857,55.787,7.4,Medium,34.812,11.604000000000001,8.703,2.9010000000000002,4.25,12-3 PM
sharjah,89.8,69.5,173,12.9,0.3,5.4,32.8,22.6,24.7657,55.7715,17.1,Medium,3.24,1.08,0.81,0.27,0.38,6-9 AM
sharjah,0.5,9.2,55,135.6,2.8,71.84,35.4,22.1,25.0693,54.6758,16.9,High,43.104,14.368000000000002,10.776,3.5920000000000005,3.5,6-9 AM
abu dhabi,49.3,7.8,158,139.3,3.0,74.52,18.3,12.7,24.3375,54.5091,19.4,Medium,44.711999999999996,14.904,11.177999999999999,3.726,3.75,6-9 PM
sharjah,42.4,81.6,107,40.4,1.3,20.32,33.4,15.7,25.1083,55.7932,22.5,Medium,12.192,4.064,3.048,1.016,1.62,6-9 AM
abu dhabi,65.3,36.1,111,19.6,0.5,9.46,2.3,0.9,25.0727,54.292,10.9,Medium,5.676,1.8920000000000003,1.419,0.4730000000000001,0.62,6-9 PM
dubai,29.0,92.4,195,87.9,2.0,36.85,49.4,20.1,24.3999,54.1187,17.6,Medium,22.11,7.370000000000001,5.5275,1.8425000000000002,2.5,6-9 AM
dubai,87.4,11.8,31,14.3,0.5,7.42,41.7,26.3,24.834,54.6285,8.2,Medium,4.452,1.484,1.113,0.371,0.62,12-3 PM
ajman,73.4,19.9,62,38.3,1.0,17.23,41.0,15.6,25.283,55.5206,8.1,Medium,10.338,3.446,2.5845,0.8615,1.25,6-9 PM
sharjah,43.2,77.3,37,78.6,2.5,37.24,40.8,22.2,24.3743,55.3884,12.1,Medium,22.344,7.448,5.586,1.862,3.12,6-9 PM
dubai,35.8,84.7,166,94.0,3.0,36.77,13.0,8.6,25.104,55.9741,17.0,Medium,22.062,7.354000000000001,5.5155,1.8385000000000002,3.75,6-9 AM
ajman,81.6,86.7,170,33.2,1.0,12.08,2.6,1.6,25.431,54.7191,23.4,Low,7.247999999999999,2.4160000000000004,1.8119999999999998,0.6040000000000001,1.25,12-3 PM
dubai,75.7,9.9,167,140.2,4.8,75.39,31.7,14.9,25.2994,54.5517,24.3,High,45.234,15.078000000000001,11.3085,3.7695000000000003,6.0,12-3 PM
dubai,39.9,38.2,48,31.3,1.0,14.77,32.4,14.8,24.6023,54.7564,13.2,Medium,8.862,2.954,2.2155,0.7385,1.25,6-9 PM
dubai,34.1,64.6,52,27.3,0.6,13.2,51.2,27.5,24.9108,55.5645,16.5,High,7.919999999999999,2.64,1.9799999999999998,0.66,0.75,6-9 PM
sharjah,3.9,91.9,81,28.5,0.7,10.52,40.7,19.3,25.4877,54.4286,19.7,Medium,6.311999999999999,2.104,1.5779999999999998,0.526,0.88,6-9 AM
al ain,8.2,23.9,154,139.8,4.8,60.93,19.7,8.1,24.8527,55.8955,18.8,Low,36.558,12.186,9.1395,3.0465,6.0,6-9 PM
abu dhabi,5.4,60.0,150,132.4,3.9,54.44,31.1,10.7,24.1725,55.0251,14.2,Medium,32.663999999999994,10.888,8.165999999999999,2.722,4.88,12-3 PM
abu dhabi,2.4,14.4,197,9.8,0.3,5.0,31.9,13.5,24.0681,55.5663,15.4,Medium,3.0,1.0,0.75,0.25,0.38,6-9 PM
abu dhabi,15.3,74.7,157,110.4,3.6,49.39,42.0,15.0,25.1855,55.6545,14.4,Medium,29.634,9.878,7.4085,2.4695,4.5,6-9 AM
sharjah,85.7,12.8,190,15.7,0.5,6.74,45.2,14.7,24.6354,54.9576,14.0,Medium,4.044,1.348,1.011,0.337,0.62,6-9 AM
ras al khaimah,79.8,100.0,53,15.9,0.4,6.15,37.0,24.4,24.3702,55.4827,13.3,Medium,3.69,1.2300000000000002,0.9225,0.30750000000000005,0.5,6-9 AM
abu dhabi,84.6,9.2,121,16.0,0.4,6.86,51.3,28.9,24.5215,54.7294,14.4,Medium,4.116,1.372,1.029,0.343,0.5,6-9 AM
ajman,62.4,68.5,107,125.3,4.1,53.27,19.2,13.2,25.1361,55.6219,13.0,Low,31.962,10.654000000000002,7.9905,2.6635000000000004,5.12,6-9 PM
al ain,62.4,77.7,31,67.0,2.2,33.61,49.2,29.5,24.6979,55.6478,9.3,High,20.166,6.722,5.0415,1.6805,2.75,6-9 AM
